Brand_Name;Sustainability_Rating;Material_Type;Eco_Friendly_Manufacturing;Carbon_Footprint_MT;Water_Usage_Liters;Waste_Production_KG;Recycling_Programs;Average_Price_USD;Product_Category
Brand_4713;A;Vegan Leather;Yes;129,91;103659,9;96224,77;No;369,84;Pajamas
Brand_4714;B;Bamboo Fabric;Yes;23,25;691123,41;34974,7;No;382,04;Hat
Brand_4715;B;Bamboo Fabric;Yes;15,29;287594,93;2661,56;No;106,75;Scarf
Brand_4716;C;Tencel;Yes;404,61;1317820;59260,52;Yes;426,07;Dress
Brand_4717;B;Tencel;Yes;353,82;730775,53;7726,3;Yes;367,25;Dress
Brand_4718;A;Recycled Polyester;Yes;377,48;3410748,58;75950,8;No;418,8;Blouse
Brand_4719;C;Tencel;No;247,16;4615087,74;89071,46;Yes;450,66;Coat
Brand_4720;C;Tencel;Yes;456,98;2461185,58;51367,09;Yes;372,04;Dress
Brand_4721;D;Organic Cotton;Yes;267,77;4036351,08;94603,33;Yes;189,13;Sweater
Brand_4722;A;Vegan Leather;No;161,72;1428790,18;66051,82;No;173,98;Scarf
Brand_4723;A;Recycled Polyester;No;331,28;4403511,16;87001,68;No;203,43;Scarf
Brand_4724;B;Tencel;Yes;277,28;345192;1900,48;Yes;291,51;T-shirt
Brand_4725;C;Recycled Polyester;No;220,15;3151603,09;50642,47;No;54,31;Socks
Brand_4726;D;Hemp;No;66,71;3887735,33;58141,51;No;222,07;T-shirt
Brand_4727;B;Recycled Polyester;Yes;230,37;1262740,16;10317,96;Yes;389,76;Blouse
Brand_4728;C;Bamboo Fabric;No;407,29;3779426,55;56396,97;No;413,8;Coat
Brand_4729;D;Vegan Leather;Yes;305,82;3908653,45;29613,9;Yes;419,99;Blouse
Brand_4730;C;Tencel;Yes;111,25;3319720,51;89761,9;Yes;171,22;Jacket
Brand_4731;A;Recycled Polyester;No;460,63;4051187,83;22977,44;No;395,17;Hat
Brand_4732;C;Recycled Polyester;Yes;388,99;4055301,35;20959,74;No;394,22;Coat
Brand_4733;A;Tencel;Yes;350,06;82046,75;58548,3;Yes;36,83;Hat
Brand_4734;B;Recycled Polyester;No;131,92;440188,36;87140,58;No;483,82;Jacket
Brand_4735;D;Tencel;Yes;468,91;4882986,51;99489,47;No;491,07;T-shirt
Brand_4736;A;Vegan Leather;No;315,19;1095409,63;91926,18;Yes;419,08;Hat
Brand_4737;B;Bamboo Fabric;No;125,7;1927231,84;86829,26;No;30,48;Coat
Brand_4738;A;Organic Cotton;Yes;179,95;1158165,33;52000,94;Yes;303,12;Cardigan
Brand_4739;A;Vegan Leather;No;273,95;3504156,87;87222,19;Yes;235,72;Shirt
Brand_4740;C;Vegan Leather;No;422,44;3564724,81;18659,22;No;491,93;Shirt
Brand_4741;B;Vegan Leather;Yes;272,63;4851694,06;52041,93;Yes;69,37;Shirt
Brand_4742;D;Tencel;No;321,56;829796,58;25413,9;Yes;122,61;Coat
Brand_4743;D;Bamboo Fabric;No;241,95;2362691,48;76448,69;Yes;397,62;T-shirt
Brand_4744;D;Organic Cotton;No;332,06;3113929,29;61781,84;Yes;302,54;Shirt
Brand_4745;B;Hemp;Yes;236,72;3408378,51;31634,25;No;61,32;Scarf
Brand_4746;B;Hemp;Yes;69,84;4020499,28;81811,49;Yes;77,33;Pajamas
Brand_4747;B;Tencel;Yes;480,62;4394246,23;66280,73;No;98,39;Dress
Brand_4748;A;Recycled Polyester;No;319,86;4800297,13;55844,6;No;198,67;Dress
Brand_4749;C;Vegan Leather;No;52,06;4268310,39;4245,56;No;199,18;Sweater
Brand_4750;B;Hemp;Yes;270,35;3167263,61;20021,95;Yes;118,48;Socks
Brand_4751;D;Vegan Leather;Yes;326,21;2672092,51;40540,06;No;445,89;Sweater
Brand_4752;C;Vegan Leather;No;322,39;3257490,71;50444,63;No;65,39;Cardigan
Brand_4753;C;Tencel;Yes;246,06;1060382,83;72951,36;Yes;196,42;Sweater
Brand_4754;D;Hemp;No;159,47;1014382,09;24107,61;Yes;322,27;Sweater
Brand_4755;B;Organic Cotton;Yes;396,05;96949,03;67291,89;No;185,73;Socks
Brand_4756;A;Hemp;Yes;5,95;4356544,93;84343,4;Yes;95,79;Jacket
Brand_4757;C;Organic Cotton;No;430,69;790437,72;34473,74;Yes;71,36;Blouse
Brand_4758;A;Recycled Polyester;No;197,66;2503874,8;57974,79;Yes;366,42;Hat
Brand_4759;A;Recycled Polyester;Yes;255,8;2178048,98;63857,69;Yes;272,52;Pajamas
Brand_4760;C;Organic Cotton;No;203,27;432005,37;97405,1;No;163,77;Cardigan
Brand_4761;D;Tencel;Yes;228,39;2747631,28;45423,28;Yes;491,08;Sweater
Brand_4762;D;Tencel;No;133,22;2975204,47;60735,3;No;465,44;Dress
Brand_4763;D;Organic Cotton;No;154,17;1878291,26;96452,67;Yes;56,72;Pajamas
Brand_4764;D;Bamboo Fabric;Yes;441,66;1665042,83;37829,99;No;103,21;Socks
Brand_4765;B;Recycled Polyester;No;350,02;2216040,02;19547,78;Yes;465,99;Coat
Brand_4766;B;Tencel;Yes;284,41;3229595,44;52543,76;No;341,94;T-shirt
Brand_4767;A;Vegan Leather;No;279,22;1962465,12;19604,53;Yes;255,1;Pajamas
Brand_4768;B;Vegan Leather;No;50,86;2308381,66;66509,11;Yes;426,15;Dress
Brand_4769;D;Bamboo Fabric;Yes;116,6;4007723,96;84666,84;Yes;317,58;Scarf
Brand_4770;C;Vegan Leather;Yes;425,78;2376137,28;40046,12;No;132,66;Jacket
Brand_4771;B;Tencel;Yes;125,03;1525184,41;74501,92;Yes;275,55;Socks
Brand_4772;C;Recycled Polyester;Yes;201,39;4917136,76;17112,26;Yes;38,49;Jacket
Brand_4773;C;Vegan Leather;Yes;44,96;1749003,56;7953,21;Yes;163,98;Scarf
Brand_4774;B;Recycled Polyester;Yes;128,9;4810941,67;2866,83;No;465,74;Jacket
Brand_4775;C;Tencel;No;66,49;2374575,52;82584,8;Yes;255,43;Coat
Brand_4776;D;Recycled Polyester;Yes;141,81;233110,49;52582;Yes;392,04;Pajamas
Brand_4777;B;Recycled Polyester;Yes;391,23;3473508,48;34251,61;Yes;410,68;Dress
Brand_4778;A;Vegan Leather;Yes;116,9;3809773,7;73912,94;Yes;282,2;Coat
Brand_4779;C;Organic Cotton;Yes;181,35;1969442,38;67289,47;Yes;363,21;Socks
Brand_4780;A;Organic Cotton;No;13,3;2116156,47;95888,34;Yes;265,06;Dress
Brand_4781;A;Vegan Leather;Yes;234,17;284811,2;10302,12;No;486,36;Blouse
Brand_4782;A;Vegan Leather;No;132,28;3703198,68;29201,42;Yes;416,97;Shirt
Brand_4783;C;Recycled Polyester;Yes;227,72;658704,79;23257,29;Yes;339,26;Pajamas
Brand_4784;A;Recycled Polyester;No;341,26;335897,06;29445,39;Yes;135,2;Hat
Brand_4785;D;Organic Cotton;No;408,19;1112572,83;87568,97;No;283,65;Hat
Brand_4786;D;Hemp;Yes;246,27;3531193,15;91961,25;Yes;399,2;Coat
Brand_4787;A;Bamboo Fabric;No;335,38;222103,25;63590,54;No;328,02;Shirt
Brand_4788;C;Vegan Leather;Yes;171,58;375262,43;13309,18;Yes;357,79;Coat
Brand_4789;A;Recycled Polyester;No;214,16;2211893,06;30917,42;No;283,49;Dress
Brand_4790;D;Organic Cotton;No;216,93;2171125,56;25952,33;Yes;33,39;Shirt
Brand_4791;D;Organic Cotton;No;140,13;2147282,53;7184,53;Yes;131,14;T-shirt
Brand_4792;A;Recycled Polyester;No;28,71;3673348,75;95219,6;No;181,75;Cardigan
Brand_4793;C;Tencel;Yes;420,98;2074438,87;26693,44;No;20,22;Blouse
Brand_4794;C;Bamboo Fabric;No;421,09;1086635,25;57927,91;No;141,62;Pajamas
Brand_4795;A;Hemp;Yes;297,41;4744026,48;65262,03;No;178,84;Socks
Brand_4796;C;Hemp;No;160,55;4819434,62;48503,18;Yes;339,99;Coat
Brand_4797;A;Hemp;Yes;388,86;1731843,26;70521,53;No;401,11;Pajamas
Brand_4798;B;Organic Cotton;Yes;394,29;2135218,62;2398,41;Yes;240,21;Sweater
Brand_4799;B;Hemp;No;136,79;1389257,8;6695,68;No;258,66;Blouse
Brand_4800;C;Recycled Polyester;Yes;364,01;3893926,79;48378,29;No;31,45;Dress
Brand_4801;D;Recycled Polyester;Yes;316,19;1428312,35;53178,11;Yes;444,88;Jacket
Brand_4802;C;Vegan Leather;Yes;55,67;3350621,8;23372,21;No;487,58;Cardigan
Brand_4803;D;Organic Cotton;No;106,24;1105032,4;88420,95;No;189,44;Shirt
Brand_4804;C;Vegan Leather;Yes;499,48;3562429,34;11871,55;Yes;399,95;Coat
Brand_4805;A;Hemp;Yes;157,6;4567301,15;92040,9;No;357,55;Blouse
Brand_4806;D;Hemp;Yes;140,47;3598987,89;7689,82;No;127,19;Socks
Brand_4807;A;Recycled Polyester;No;492,88;4831623,12;92483,34;No;179,52;Hat
Brand_4808;B;Tencel;Yes;498,85;177860,44;24003,74;No;488,19;Shirt
Brand_4809;A;Hemp;Yes;12,68;2386375,54;76422,78;No;307,98;Socks
Brand_4810;C;Organic Cotton;No;490,19;1768341,67;93305,47;No;85,87;Scarf
Brand_4811;C;Bamboo Fabric;No;493,77;3847927,14;12341,34;Yes;408,7;Dress
Brand_4812;C;Recycled Polyester;Yes;436,88;3851100,86;13260,72;No;331,92;T-shirt
Brand_4813;B;Vegan Leather;Yes;163,9;1000100,17;24907,22;No;55,35;Socks
Brand_4814;B;Tencel;No;115,43;2822521,64;98776,28;Yes;90,89;Cardigan
Brand_4815;B;Hemp;No;147,11;4308685,8;98840,16;Yes;499,31;Cardigan
Brand_4816;A;Recycled Polyester;Yes;475,97;1201074,13;98032,87;Yes;497,73;Jacket
Brand_4817;D;Hemp;No;466,62;484096,76;79789,58;No;48,47;Blouse
Brand_4818;C;Vegan Leather;No;372,69;2758711,07;98831,59;No;493,87;Hat
Brand_4819;C;Hemp;No;192,42;801981,12;98952,3;Yes;110,29;Sweater
Brand_4820;D;Tencel;Yes;382,92;704443,7;66154,26;No;300,21;Cardigan
Brand_4821;B;Organic Cotton;Yes;36,48;850066,73;9249,31;No;465,88;Sweater
Brand_4822;A;Vegan Leather;Yes;71,52;3445283,69;76501,36;No;342,59;Coat
Brand_4823;A;Organic Cotton;Yes;153,95;2558317,38;64160,96;No;179,22;Pajamas
Brand_4824;B;Recycled Polyester;No;101,11;3151353,7;3902,97;No;411,22;Dress
Brand_4825;A;Tencel;No;197,65;1181663,14;89836,37;Yes;170,97;Shirt
Brand_4826;A;Bamboo Fabric;No;321,72;4518130,68;15050,29;Yes;214,17;Blouse
Brand_4827;D;Vegan Leather;Yes;89,88;2898102,23;92679,61;Yes;258,08;Sweater
Brand_4828;B;Hemp;Yes;142,09;3376022,37;61530,28;No;309,98;Jacket
Brand_4829;A;Bamboo Fabric;Yes;73,12;910719,52;91687,35;No;434;Coat
Brand_4830;D;Recycled Polyester;No;439,12;4003122,71;33499,45;Yes;116,96;Cardigan
Brand_4831;C;Bamboo Fabric;No;323,62;1774731,48;94520,03;No;290,3;Pajamas
Brand_4832;D;Recycled Polyester;Yes;321,51;470861,96;7368,82;Yes;134,45;Blouse
Brand_4833;C;Recycled Polyester;Yes;473,01;456131,1;68600,52;Yes;259,48;Blouse
Brand_4834;B;Vegan Leather;No;445,44;1598463,25;91068,55;No;281,24;Cardigan
Brand_4835;D;Recycled Polyester;Yes;238,2;1719827;98436,57;Yes;304,67;Socks
Brand_4836;C;Hemp;No;155,09;829974,26;63801,2;Yes;237,49;Blouse
Brand_4837;C;Vegan Leather;No;29,12;2309806,8;48005,82;Yes;416,66;Pajamas
Brand_4838;D;Hemp;No;150,69;2996039,99;42545,43;No;222,54;Dress
Brand_4839;A;Bamboo Fabric;No;105,85;1082096,46;45164,66;Yes;304,54;Pajamas
Brand_4840;C;Tencel;No;140,58;4372140,56;55359,33;Yes;177,46;Hat
Brand_4841;D;Tencel;No;31,11;4248870,43;28896,1;No;124,67;Dress
Brand_4842;D;Organic Cotton;Yes;352,83;2074505,27;13053,46;No;476,52;Coat
Brand_4843;A;Organic Cotton;Yes;134,45;4869135,09;63345,39;Yes;336,07;Dress
Brand_4844;D;Vegan Leather;Yes;316,71;4776868,87;27460,24;No;191,06;Blouse
Brand_4845;B;Vegan Leather;Yes;174,1;2466818,29;91052,69;Yes;322,75;Shirt
Brand_4846;C;Organic Cotton;No;304,51;4051545,88;87874,03;Yes;26,99;Coat
Brand_4847;C;Bamboo Fabric;Yes;224,18;184171,96;71966,98;Yes;63,96;Cardigan
Brand_4848;C;Vegan Leather;Yes;121,37;325967,88;4403,26;No;346,57;Scarf
Brand_4849;A;Bamboo Fabric;Yes;354,79;4045105,45;53174,52;No;210,17;Blouse
Brand_4850;C;Bamboo Fabric;No;330,73;4415215,07;91070,87;Yes;222,48;Socks
Brand_4851;D;Organic Cotton;Yes;102,18;3388307,84;68299,26;Yes;89,48;Hat
Brand_4852;A;Bamboo Fabric;Yes;104,55;1822897,25;81301,95;Yes;332,66;Hat
Brand_4853;A;Bamboo Fabric;No;116,26;3481839,09;68227,76;No;309,75;Jacket
Brand_4854;D;Tencel;No;386,16;604805,44;21811,58;No;169,4;Blouse
Brand_4855;C;Vegan Leather;Yes;423,56;3053658,17;90304,34;Yes;354,4;Jacket
Brand_4856;D;Tencel;Yes;330,4;4918676,05;27306,37;No;373,55;Shirt
Brand_4857;B;Recycled Polyester;No;89,05;3420662,66;73116,79;No;184,24;Pajamas
Brand_4858;B;Organic Cotton;Yes;390;138368,52;79988,61;No;365,78;Blouse
Brand_4859;A;Bamboo Fabric;No;175,96;1769547,19;76409,4;No;450,98;Coat
Brand_4860;B;Organic Cotton;No;28,39;4012994,99;78911,97;No;322,2;Socks
Brand_4861;B;Vegan Leather;No;145,1;2064048,48;85472,98;Yes;252,85;Hat
Brand_4862;C;Organic Cotton;Yes;484,11;4754844,28;7073,79;No;335,99;Jacket
Brand_4863;D;Organic Cotton;No;170,8;1046555,14;73607,6;No;241,73;Scarf
Brand_4864;A;Organic Cotton;No;393,83;4201699,76;77160,67;No;75,92;Sweater
Brand_4865;D;Vegan Leather;Yes;317,01;3602432,5;54053,84;No;435,29;Scarf
Brand_4866;B;Hemp;Yes;78,44;3323973,62;95095,05;No;356,81;Socks
Brand_4867;A;Organic Cotton;Yes;180,93;1993367,87;50587;No;365,07;Coat
Brand_4868;A;Organic Cotton;No;244,92;4244360,14;66293,06;Yes;434,74;Hat
Brand_4869;B;Hemp;Yes;152,05;4643856,27;48076,6;Yes;452,7;Scarf
Brand_4870;D;Tencel;Yes;98,6;2486716,72;91508,94;No;390,21;Coat
Brand_4871;D;Bamboo Fabric;Yes;110,21;3847517,26;49517,58;No;119,85;Dress
Brand_4872;C;Bamboo Fabric;No;86,67;2669384,81;56863,46;No;357,14;Socks
Brand_4873;A;Vegan Leather;Yes;129,57;4282475,18;48534,47;Yes;447,79;Cardigan
Brand_4874;B;Organic Cotton;Yes;185,74;925089,63;48095,53;Yes;99,89;Dress
Brand_4875;D;Vegan Leather;No;438,77;1780305,07;10539,02;No;362,01;Jacket
Brand_4876;B;Tencel;Yes;466,47;2645188,5;4930,95;No;277,65;Scarf
Brand_4877;B;Organic Cotton;Yes;268,66;3898358,82;56582,84;No;184,96;Blouse
Brand_4878;B;Tencel;Yes;207,8;290891,47;75526,15;Yes;81,25;T-shirt
Brand_4879;B;Organic Cotton;Yes;322,96;2059697,27;74820,01;No;208,75;Jacket
Brand_4880;A;Hemp;No;416,97;1907473,82;46807,51;Yes;157,24;Shirt
Brand_4881;C;Bamboo Fabric;No;108,83;1277677,08;25561,03;No;326,24;Sweater
Brand_4882;D;Organic Cotton;Yes;87,66;4220166,96;53173,44;No;128,35;Blouse
Brand_4883;D;Tencel;No;108,25;4305143,84;59328,32;Yes;498,52;Coat
Brand_4884;D;Organic Cotton;Yes;68,43;4990539,64;74336,06;Yes;343,95;Pajamas
Brand_4885;B;Bamboo Fabric;No;77,76;2770658,13;46039,94;Yes;146,05;Scarf
Brand_4886;D;Hemp;No;191,1;796056,52;40202,02;Yes;268,05;T-shirt
Brand_4887;B;Tencel;Yes;307,69;3878766,83;1799,85;No;290,44;Shirt
Brand_4888;D;Organic Cotton;No;127,23;2502309,32;19302,65;No;403,76;Scarf
Brand_4889;C;Bamboo Fabric;No;461,76;4627235,05;35822,56;Yes;260,74;Pajamas
Brand_4890;A;Hemp;No;218,57;4448414,09;41115,9;No;202,44;Scarf
Brand_4891;C;Hemp;No;229,68;2146058,26;59725,68;Yes;51,77;Scarf
Brand_4892;B;Tencel;No;228,36;517404,36;13819,39;No;265,49;T-shirt
Brand_4893;C;Hemp;No;469,59;4165492,63;2795,37;No;144,5;Cardigan
Brand_4894;B;Hemp;No;117,32;4317755,84;23906,24;No;158,38;Cardigan
Brand_4895;B;Recycled Polyester;Yes;425,33;1031180,12;73946,93;No;177,76;Blouse
Brand_4896;B;Vegan Leather;Yes;27,94;1014992,29;11512,59;No;412,4;Blouse
Brand_4897;B;Vegan Leather;No;44,08;1181473,59;7625,35;No;219,17;Socks
Brand_4898;C;Hemp;No;139,6;1165743,69;28894,03;Yes;371,12;T-shirt
Brand_4899;D;Recycled Polyester;Yes;163,39;4054187,71;2154,87;No;279,11;Sweater
Brand_4900;C;Organic Cotton;Yes;353,26;476549,84;8017,49;No;409,58;Shirt
Brand_4901;C;Tencel;No;261,07;1459704,97;4089,65;No;333,19;Shirt
Brand_4902;A;Hemp;Yes;234,5;1531328,45;17345,79;No;376,51;Blouse
Brand_4903;C;Bamboo Fabric;Yes;165,02;1857724,08;2912,85;Yes;154,49;Sweater
Brand_4904;A;Organic Cotton;Yes;467,93;3037990,04;81410,84;No;262,5;Blouse
Brand_4905;D;Bamboo Fabric;No;108,36;1106925,46;8368,21;Yes;115,81;Shirt
Brand_4906;A;Vegan Leather;No;447,53;3970027,64;92926,87;No;177,03;Sweater
Brand_4907;B;Tencel;No;402,52;3702185,93;36171,12;No;46,37;T-shirt
Brand_4908;A;Organic Cotton;Yes;454,8;2481355,42;73622,28;Yes;311,39;Coat
Brand_4909;B;Organic Cotton;Yes;483,95;3914092,97;5125,37;No;349,54;Socks
Brand_4910;D;Hemp;Yes;478,41;1119433,33;19945,09;No;152,87;Cardigan
Brand_4911;D;Recycled Polyester;No;156,51;1389518,13;35518,86;Yes;342,09;Jacket
Brand_4912;B;Bamboo Fabric;Yes;313,15;3412410,9;28038,54;Yes;338,17;T-shirt
Brand_4913;D;Recycled Polyester;No;188,32;2272475,74;24633,19;No;487,24;Blouse
Brand_4914;B;Organic Cotton;No;432,29;3027939,08;95066,02;Yes;168,17;T-shirt
Brand_4915;B;Organic Cotton;No;387,93;3349768,01;3183,8;No;461,09;Blouse
Brand_4916;B;Recycled Polyester;Yes;86,02;873925,86;40579,05;Yes;73,17;Blouse
Brand_4917;B;Bamboo Fabric;Yes;365,1;1315690,51;10284,55;No;78,74;Cardigan
Brand_4918;D;Organic Cotton;Yes;381,02;1927500,08;33940,52;Yes;223,95;Socks
Brand_4919;A;Vegan Leather;No;195,16;3605692,25;38227,73;No;452,22;Coat
Brand_4920;C;Bamboo Fabric;Yes;268,09;2294173,83;80183,56;Yes;220,61;Shirt
Brand_4921;B;Organic Cotton;Yes;201,58;317282,14;83510,53;Yes;393,34;Cardigan
Brand_4922;C;Hemp;No;359,78;1025954,21;70921,74;Yes;320,55;Cardigan
Brand_4923;B;Hemp;Yes;267,6;2464316,58;14932,51;Yes;486,37;Sweater
Brand_4924;D;Hemp;No;202,53;3828780,97;31130,77;Yes;429,74;Pajamas
Brand_4925;C;Recycled Polyester;No;468,29;3195975,81;69853,48;Yes;388,23;Cardigan
Brand_4926;A;Hemp;No;179,27;3007137,97;49611,5;Yes;29,43;Coat
Brand_4927;D;Hemp;Yes;6,47;304985,51;89745,11;Yes;491,46;Scarf
Brand_4928;A;Bamboo Fabric;Yes;285,62;4752859,26;60760,11;No;441,36;Blouse
Brand_4929;C;Vegan Leather;No;145,11;4644852,47;11742,94;No;438,31;Jacket
Brand_4930;B;Hemp;Yes;273,79;4442711,76;21563,51;No;331,23;Jacket
Brand_4931;D;Vegan Leather;Yes;127,04;4308620,07;92374,2;No;366,01;Socks
Brand_4932;B;Hemp;Yes;277,32;3084185,6;52470,01;Yes;177,36;Socks
Brand_4933;C;Tencel;Yes;337,08;4758347,17;67688,53;No;106,92;Socks
Brand_4934;A;Organic Cotton;No;464,15;4788088,73;17611,29;Yes;35,76;Sweater
Brand_4935;C;Vegan Leather;Yes;145,62;4363797,28;26318,07;No;29,53;Jacket
Brand_4936;C;Bamboo Fabric;No;315,19;68559,66;62279,12;No;323,46;Sweater
Brand_4937;D;Recycled Polyester;No;120,49;817103,79;23719,58;Yes;36,8;Dress
Brand_4938;D;Recycled Polyester;Yes;351,67;2475931,86;16381,48;No;414,05;Sweater
Brand_4939;B;Tencel;No;188,94;2273016,31;44408,19;Yes;145,25;Pajamas
Brand_4940;A;Recycled Polyester;Yes;474,88;2363874,82;78382,37;No;396,91;Socks
Brand_4941;C;Tencel;No;306,35;3503769,07;61703,49;Yes;449,93;Dress
Brand_4942;B;Tencel;No;274,87;1313635,53;51448,12;Yes;283,55;Hat
Brand_4943;D;Hemp;Yes;439,42;2689604,5;71945,02;Yes;246,44;Cardigan
Brand_4944;B;Vegan Leather;No;69,45;4972487,75;30325,37;Yes;178,14;T-shirt
Brand_4945;C;Hemp;Yes;254,18;2603041,55;51305,99;No;395,38;Pajamas
Brand_4946;D;Hemp;No;28,49;2322038,99;47651,74;Yes;247,03;Scarf
Brand_4947;C;Hemp;Yes;86,77;2105871,49;40526,29;Yes;166,61;Sweater
Brand_4948;A;Hemp;Yes;26,79;2445307,04;39763,79;No;113,56;Jacket
Brand_4949;C;Vegan Leather;Yes;261,27;2524171,2;67268,58;Yes;222,53;Jacket
Brand_4950;B;Hemp;No;252,55;1304941,57;81103,02;Yes;188,02;T-shirt
Brand_4951;A;Bamboo Fabric;No;94,62;3038424,22;5968,13;No;437,87;T-shirt
Brand_4952;C;Tencel;Yes;117,89;2395144,72;61731,82;No;454,25;Jacket
Brand_4953;A;Tencel;No;218,53;1424791,66;23494,3;No;25,91;Hat
Brand_4954;A;Hemp;Yes;85,62;3012322,13;71710,57;No;281,54;Coat
Brand_4955;C;Bamboo Fabric;Yes;471,96;4001110,16;1738,81;Yes;398,51;Socks
Brand_4956;C;Bamboo Fabric;Yes;16,1;3952284,83;42077,04;No;479,09;Pajamas
Brand_4957;D;Vegan Leather;No;175;3405648,77;24567,18;Yes;335,69;Sweater
Brand_4958;B;Hemp;Yes;257,28;3764276,44;55762,36;No;467,07;Jacket
Brand_4959;C;Recycled Polyester;No;127,94;2181806,89;75460,47;No;481,42;Scarf
Brand_4960;C;Recycled Polyester;Yes;390,17;677313,67;13015,73;Yes;444,43;Sweater
Brand_4961;D;Organic Cotton;No;407,06;3984180,93;14195,72;No;266,93;Pajamas
Brand_4962;D;Tencel;No;121,56;633624,37;62410,37;No;296,05;Hat
Brand_4963;A;Vegan Leather;Yes;477,42;51411,93;40914,93;Yes;384,88;Jacket
Brand_4964;B;Recycled Polyester;Yes;79,64;3608911,48;87137,79;No;283,57;Sweater
Brand_4965;D;Recycled Polyester;No;430,36;3564350,98;33525,41;No;310,74;Scarf
Brand_4966;D;Vegan Leather;Yes;131,54;1039998,98;80197,81;Yes;314,7;Dress
Brand_4967;C;Tencel;Yes;60,02;2628158,7;2169,28;No;53,64;Socks
Brand_4968;A;Bamboo Fabric;Yes;361,23;2628393,55;32748,33;No;388,01;Blouse
Brand_4969;A;Hemp;No;280,79;1987754,35;77719,21;Yes;105,3;Pajamas
Brand_4970;B;Hemp;Yes;282,05;1074121,07;15986,67;Yes;445,84;Shirt
Brand_4971;B;Tencel;No;286,34;770930,5;60348,25;Yes;299,14;Hat
Brand_4972;A;Bamboo Fabric;Yes;159,34;741761,79;75177,35;Yes;373,09;Socks
Brand_4973;D;Organic Cotton;Yes;245,3;3181268,09;4978,87;Yes;411,44;Jacket
Brand_4974;A;Tencel;Yes;240,34;178970,36;63116,51;No;238,01;Dress
Brand_4975;B;Recycled Polyester;Yes;238,52;749336,42;11460,43;No;168,74;Hat
Brand_4976;A;Recycled Polyester;No;123,38;3954035,05;9012,35;No;465,09;Hat
Brand_4977;A;Organic Cotton;No;31,63;2192561,14;9674,38;No;426,17;Blouse
Brand_4978;B;Bamboo Fabric;Yes;364,83;3839626,41;54051,52;No;416,77;Coat
Brand_4979;C;Tencel;Yes;155,38;4289049,29;79002,99;No;408,9;Dress
Brand_4980;A;Bamboo Fabric;No;450,75;1776382,4;21241,9;No;416,23;Dress
Brand_4981;D;Tencel;No;418,61;3473953,16;63303,16;No;279,03;Pajamas
Brand_4982;C;Tencel;Yes;282,7;2391303,9;72892,85;Yes;61,96;Hat
Brand_4983;A;Vegan Leather;Yes;123,92;375251,75;67088,68;No;149,82;Scarf
Brand_4984;D;Hemp;Yes;401,03;4871262,36;51900,2;No;200,6;T-shirt
Brand_4985;B;Organic Cotton;Yes;159,95;4289817,27;88865,97;Yes;337,03;Jacket
Brand_4986;B;Recycled Polyester;Yes;127,37;1373715,83;99727,7;Yes;26,79;Socks
Brand_4987;C;Hemp;Yes;79,47;3017344,36;28504,15;No;34,87;Sweater
Brand_4988;D;Recycled Polyester;Yes;128,13;2517825,49;93197,19;No;158,91;Pajamas
Brand_4989;B;Vegan Leather;No;29,52;3250586,27;22674,73;Yes;159,92;Jacket
Brand_4990;B;Bamboo Fabric;Yes;1,81;1361288,31;75628,76;Yes;464,5;Pajamas
Brand_4991;D;Hemp;No;368,89;4692971,7;63835,83;No;317,02;Coat
Brand_4992;B;Bamboo Fabric;No;100,35;4934809,43;10104,95;Yes;26,4;Scarf
Brand_4993;B;Recycled Polyester;No;370,5;3456523,67;69110,26;Yes;149,51;Hat
Brand_4994;B;Hemp;No;389,81;287417,81;57014,58;Yes;40,28;Shirt
Brand_4995;B;Recycled Polyester;Yes;77,5;295297,69;55482;Yes;46,91;Jacket
Brand_4996;A;Organic Cotton;Yes;423,73;251736,61;50532,28;No;490,95;Pajamas
Brand_4997;C;Bamboo Fabric;Yes;68,24;2342347,78;64214,57;Yes;53,92;Blouse
Brand_4998;D;Vegan Leather;Yes;321,12;317800,67;81467,21;Yes;431,32;Jacket
Brand_4999;A;Tencel;No;124,83;927539,68;34506,22;Yes;322,95;Hat
Brand_5000;B;Vegan Leather;No;192,11;3402552,7;81958,82;Yes;205,62;Scarf
only;F;Synthetic Blend;No;650;5800000;240000;No;31,837;Blouse
fratini;F;Synthetic Blend;No;650;5800000;240000;No;7,787;Hat
zink london;F;Nylon;No;600;5500000;230000;No;17,927;Cardigan
fratini;F;Polyester;No;700;6000000;250000;No;8,437;Shirt
rare;F;Synthetic Blend;No;650;5800000;240000;No;10,907;Hat
fratini;F;Nylon;No;600;5500000;230000;No;23,387;Shirt
van heusen;F;Polyester;No;700;6000000;250000;No;12,987;Scarf
cover story;F;Plastic;No;800;6500000;300000;No;40.858999999999995;Dress
life;F;Acrylic;No;750;6200000;270000;No;6,487;Hat
zink london;F;Synthetic Blend;No;650;5800000;240000;No;25,727;Dress
fratini;F;Nylon;No;600;5500000;230000;No;12,337;Blouse
rare;F;Plastic;No;800;6500000;300000;No;11,102;Coat
rare;F;Acrylic;No;750;6200000;270000;No;8,762;Coat
zink london;F;Plastic;No;800;6500000;300000;No;10,907;Socks
madame;F;Acrylic;No;750;6200000;270000;No;21,047;Coat
zink london;F;Acrylic;No;750;6200000;270000;No;19,487;T-shirt
rare;F;Nylon;No;600;5500000;230000;No;12,272;Sweater
rare;F;Plastic;No;800;6500000;300000;No;9,347;Coat
